software_name,purl,purl_type,purl_namespace,purl_name,match_confidence,status,registry_url,last_verified_date,deprecated_at,deprecated_reason,product_id,purl_coverage_flag,data_quality_notes
VMware Workspace ONE,,,,,,not_found,,2026-05-10,,,vmware-workspace-one,,
Vodafone Quantum-Safe Network,,,,,,not_found,,2026-05-10,,,vodafone-quantum-safe-network,,
Vox Messenger PQC,,,,,,not_found,,2026-05-10,,,vox-messenger-pqc,,
Vultr Cloud GPU,,,,,,not_found,,2026-05-10,,,vultr-cloud-gpu,,
walt.id,,,,,,not_found,,2026-05-10,,,walt-id,,
WEntrust KeyControl,,,,,,not_found,,2026-05-10,,,,,
WhatsApp,,,,,,not_found,,2026-05-10,,,whatsapp,,
WildFly (JBoss),pkg:github/wildfly/wildfly,github,wildfly,wildfly,exact,matched,https://github.com/wildfly/wildfly,2026-05-10,,,wildfly-jboss,,
Wind River VxWorks,,,,,,not_found,,2026-05-10,,,wind-river-vxworks,,
Windows 11,,,,,,not_found,,2026-05-10,,,windows-11,,
Windows Secure Boot,,,,,,not_found,,2026-05-10,,,,,
Windows Server 2025,,,,,,not_found,,2026-05-10,,,windows-server-2025,,
Windscribe,,,,,,not_found,,2026-05-10,,,windscribe,,
WinSCP PQC File Transfer,,,,,,not_found,,2026-05-10,,,winscp-pqc-file-transfer,,
Wire,,,,,,not_found,,2026-05-10,,,wire,,
WireGuard,,,,,,not_found,,2026-05-10,,,wireguard,,
WISeSat PQC Constellation,,,,,,not_found,,2026-05-10,,,wisesat-pqc-constellation,,
Wiz Cloud Security PQC,,,,,,not_found,,2026-05-10,,,wiz-cloud-security-pqc,,
wolfBoot,pkg:github/wolfSSL/wolfBoot,github,wolfSSL,wolfBoot,exact,matched,https://github.com/wolfSSL/wolfBoot,2026-05-10,,,wolfboot,,
wolfSSH,pkg:github/wolfSSL/wolfssh,github,wolfSSL,wolfssh,exact,matched,https://github.com/wolfSSL/wolfssh,2026-05-10,,,wolfssh,,
wolfSSL,pkg:github/wolfSSL/wolfssl,github,wolfSSL,wolfssl,exact,matched,https://github.com/wolfSSL/wolfssl,2026-05-10,,,wolfssl,,
wolfTPM PQC,,,,,,not_found,,2026-05-10,,,wolftpm-pqc,,
Xiphera PQC IP Cores,,,,,,not_found,,2026-05-10,,,xiphera-pqc-ip-cores,,
Xiphera XIP6110B,,,,,,not_found,,2026-05-10,,,xiphera-xip6110b,,
Xiphera xQlave,,,,,,not_found,,2026-05-10,,,xiphera-xqlave,,
XiPKI,pkg:github/xipki/xipki,github,xipki,xipki,exact,matched,https://github.com/xipki/xipki,2026-05-10,,,xipki,,
xmss-reference,pkg:github/XMSS/xmss-reference,github,XMSS,xmss-reference,exact,matched,https://github.com/XMSS/xmss-reference,2026-05-10,,,xmss-reference,,
Yubico YubiHSM 2,pkg:github/Yubico/yubihsm-shell,github,Yubico,yubihsm-shell,exact,matched,https://github.com/Yubico/yubihsm-shell,2026-05-10,,,yubico-yubihsm-2,,
Zeek Network Analysis Framework,pkg:github/zeek/zeek,github,zeek,zeek,exact,matched,https://github.com/zeek/zeek,2026-05-10,,,zeek-network-analysis-framework,,
ZeroTier Quantum,,,,,,not_found,,2026-05-10,,,zerotier-quantum,,
Zerto 11.0,,,,,,not_found,,2026-05-10,,,zerto-11-0,,
Zix / AppRiver,,,,,,not_found,,2026-05-10,,,,,
Zodia Custody,,,,,,not_found,,2026-05-10,,,zodia-custody,,
Zoom Compliance 2026,,,,,,not_found,,2026-05-10,,,zoom-compliance-2026,,
Zscaler Zero Trust Exchange,,,,,,not_found,,2026-05-10,,,zscaler-zero-trust-exchange,,
Zscaler ZTE,,,,,,not_found,,2026-05-10,,,zscaler-zte,,
