software_name,cert_type,cert_id,cert_vendor,cert_product,pqc_algorithms,certification_level,status,cert_date,cert_link,deprecated_at,deprecated_reason,product_id,pqc_cert_flag,cert_link_quality,data_quality_notes,date_stamp
Apple codesign,FIPS 140-3,5217,Apple Inc.,"Apple corecrypto Module v18.3 [Intel, User, Software, SL1]",No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2026-03-30,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5217,2026-06-04,not in regen,,,,,
Apple codesign,FIPS 140-3,5216,Apple Inc.,"Apple corecrypto Module v14.0 [Apple silicon, User, Software, SL1]",No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2026-03-30,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5216,2026-06-04,not in regen,,,,,
Apple codesign,FIPS 140-3,5263,Apple Inc.,"Apple corecrypto Module v14.0 [Apple silicon, Kernel, Software, SL1]",No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2026-05-12,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5263,2026-06-04,not in regen,,,,,
Apple codesign,FIPS 140-3,5289,Apple Inc.,"Apple corecrypto Module v13.0 [Apple silicon, Secure Key Store, Hardware SL2/PHY3]",No PQC Mechanisms Detected,FIPS 140-3 L2,deprecated,2026-05-22,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5289,2026-06-06,not in regen,,,,,
Apple codesign,FIPS 140-3,5307,Apple Inc.,"Apple corecrypto Module v13.0 [Apple silicon, Secure Key Store, Hardware SL2]",No PQC Mechanisms Detected,FIPS 140-3 L2,deprecated,2026-06-03,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5307,2026-06-06,not in regen,,,,,
Apple codesign,FIPS 140-3,5306,Apple Inc.,"Apple corecrypto Module 18.3 [Apple silicon, Secure Key Store, Hardware, SL2/PHY3]",No PQC Mechanisms Detected,FIPS 140-3 L2,deprecated,2026-06-03,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5306,2026-06-06,not in regen,,,,,
Apple codesign,FIPS 140-3,5304,Apple Inc.,"Apple corecrypto Module v14.0 [Apple silicon, Secure Key Store, Hardware, SL2/PHY3]",No PQC Mechanisms Detected,FIPS 140-3 L2,deprecated,2026-06-03,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5304,2026-06-06,not in regen,,,,,
Apple codesign,FIPS 140-3,5303,Apple Inc.,"Apple corecrypto Module v14.0 [Apple silicon, Secure Key Store, Hardware, SL2]",No PQC Mechanisms Detected,FIPS 140-3 L2,deprecated,2026-06-03,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5303,2026-06-06,not in regen,,,,,
Arista EOS (Extensible Operating System),FIPS 140-3,4592,"Arista Networks, Inc.",Arista EOS Crypto Module,Falcon,FIPS 140-3 L1,Active,2023-09-12,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4592,,,,,,,
Arista EOS (Extensible Operating System),FIPS 140-3,5001,"Arista Networks, Inc.",Arista Crypto Module,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2025-04-17,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5001,2026-06-06,not in regen,,,,,
Arista EOS (Extensible Operating System),FIPS 140-3,5309,"Arista Networks, Inc.",Arista MACsec data plane accelerator [PHY],No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2026-06-03,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5309,2026-06-06,not in regen,,,,,
Atalla AT1000e,ACVP,A7400,Utimaco IS GmbH,Lattice Module - ML,"ML-DSA, ML-KEM",,deprecated,2025-09-17,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20181,2026-05-16,not in regen,,,,,
Azure Dedicated HSM (Marvell LiquidSecurity),ACVP,A6877,"Marvell Semiconductor, Inc.",LS2-OQS-Crypto,"ML-DSA, ML-KEM",,deprecated,2025-05-01,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=19612,2026-06-06,not in regen,,,,,
Azure Dedicated HSM (Marvell LiquidSecurity),ACVP,A8465,"Marvell Semiconductor, Inc.",LS2-OQS-Crypto,ML-DSA,,deprecated,2026-06-03,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=21213,2026-06-06,not in regen,,,,,
Azure Dedicated HSM (Marvell LiquidSecurity),Common Criteria,cc-marvell-ls2-hsm-hardware-version--cn9310410-03-c-firmware-version--marvell-ls2-fw-10-24-0780-bootloader-version--marvell-ls2-uboot-10-24-0702-r01-sb-or-marvell-ls2-uboot-10-24-0702-r02-sb-09be,"Marvell Semiconductor, Inc (Scheme: NL)",Marvell LS2 HSM Hardware version: CN9310410-03 C Firmware version: MARVELL-LS2-FW-10.24-0780 Bootloader version: MARVELL-LS2-UBOOT-10.24-0702-R01-SB or MARVELL-LS2-UBOOT-10.24-0702-R02-SB,ML-KEM,"EAL4+,ALC_FLR.3,AVA_VAN.5",Active,2026-02-23,https://commoncriteriaportal.org/files/epfiles/NSCIB-CC-2400151-01-ST.pdf,,,,,,,
Azure Dedicated HSM (Marvell LiquidSecurity),Common Criteria,cc-marvell-ls2-hsm-hardware-version--cn9310410-03-c-firmware-version--marvell-ls2-fw-10-24-0780-bootloader-version--marvell-ls2-uboot-10-24-0702-r01-sb-or-marvell-ls2-uboot-10-24-0702-r02-sb-hf52,"Marvell Semiconductor, Inc (Scheme: NL)",Marvell LS2 HSM Hardware version: CN9310410-03 C Firmware version: MARVELL-LS2-FW-10.24-0780 Bootloader version: MARVELL-LS2-UBOOT-10.24-0702-R01-SB or MARVELL-LS2-UBOOT-10.24-0702-R02-SB,ML-KEM,"EAL4+,ALC_FLR.3,AVA_VAN.5",deprecated,2026-02-23,https://commoncriteriaportal.org/files/epfiles/NSCIB-CC-2400151-01-ST.pdf,2026-06-06,not in regen,,,,,
Azure Dedicated HSM (Marvell LiquidSecurity),Common Criteria,cc-marvell-ls2-hsm-hardware-version--cn9310410-03-c-firmware-version--marvell-ls2-fw-10-24-0780-bootloader-version--marvell-ls2-uboot-10-24-0702-r01-sb-or-marvell-ls2-uboot-10-24-0702-r02-sb-kg4i,"Marvell Semiconductor, Inc (Scheme: NL)",Marvell LS2 HSM Hardware version: CN9310410-03 C Firmware version: MARVELL-LS2-FW-10.24-0780 Bootloader version: MARVELL-LS2-UBOOT-10.24-0702-R01-SB or MARVELL-LS2-UBOOT-10.24-0702-R02-SB,ML-KEM,"EAL4+,ALC_FLR.3,AVA_VAN.5",deprecated,2026-02-23,https://www.commoncriteriaportal.org/files/epfiles/NSCIB-CC-2400151-01-ST.pdf,2026-06-04,not in regen,,,,,
Azure Dedicated HSM (Marvell LiquidSecurity),Common Criteria,cc-marvell-ls2-hsm-hardware-version--cn9310410-03-c-firmware-version--marvell-ls2-fw-10-24-0780-bootloader-version--marvell-ls2-uboot-10-24-0702-r01-sb-or-marvell-ls2-uboot-10-24-0702-r02-sb-c1qk,"Marvell Semiconductor, Inc (Scheme: NL)",Marvell LS2 HSM Hardware version: CN9310410-03 C Firmware version: MARVELL-LS2-FW-10.24-0780 Bootloader version: MARVELL-LS2-UBOOT-10.24-0702-R01-SB or MARVELL-LS2-UBOOT-10.24-0702-R02-SB,ML-KEM,"EAL4+,ALC_FLR.3,AVA_VAN.5",deprecated,2026-02-23,https://www.commoncriteriaportal.org/files/epfiles/NSCIB-CC-2400151-01-ST.pdf,2026-05-16,not in regen,,,,,
Azure Dedicated HSM (Marvell LiquidSecurity),Common Criteria,cc-marvell-ls2-hsm-hardware-version--cn9310410-03-c-firmware-version--marvell-ls2-fw-10-24-0780-bootloader-version--marvell-ls2-uboot-10-24-0702-r01-sb-or-marvell-ls2-uboot-10-24-0702-r02-sb-psm2,"Marvell Semiconductor, Inc (Scheme: NL)",Marvell LS2 HSM Hardware version: CN9310410-03 C Firmware version: MARVELL-LS2-FW-10.24-0780 Bootloader version: MARVELL-LS2-UBOOT-10.24-0702-R01-SB or MARVELL-LS2-UBOOT-10.24-0702-R02-SB,"ML-KEM, ML-DSA","EAL4+,ALC_FLR.3,AVA_VAN.5",deprecated,2026-02-23,https://www.commoncriteriaportal.org/files/epfiles/NSCIB-CC-2400151-01-ST.pdf,2026-05-10,not in regen,azure-dedicated-hsm-marvell-liquidsecurity,pqc_cert_present,url_needs_review,CMVP #cc-marvell-ls2-hsm-hardware-version--cn9310410-03-c-firmware-version--marvell-ls2-fw-10-24-0780-bootloader-version--marvell-ls2-uboot-10-24-0702-r01-sb-or-marvell-ls2-uboot-10-24-0702-r02-sb-psm2: PQC mechanisms detected. Verify algorithms at https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/cc-marvell-ls2-hsm-hardware-version--cn9310410-03-c-firmware-version--marvell-ls2-fw-10-24-0780-bootloader-version--marvell-ls2-uboot-10-24-0702-r01-sb-or-marvell-ls2-uboot-10-24-0702-r02-sb-psm2,2026-05-06
